Year,Region,Students,School,Gender
2021,충북,41232,초등학교,여성
2022,충북,41167,초등학교,여성
2023,충북,40069,초등학교,여성
2024,충북,38328,초등학교,여성
1999,충남,71165,초등학교,여성
2000,충남,71864,초등학교,여성
2001,충남,72475,초등학교,여성
2002,충남,73294,초등학교,여성
2003,충남,74177,초등학교,여성
2004,충남,74202,초등학교,여성
2005,충남,74313,초등학교,여성
2006,충남,73755,초등학교,여성
2007,충남,73597,초등학교,여성
2008,충남,72240,초등학교,여성
2009,충남,68984,초등학교,여성
2010,충남,66267,초등학교,여성
2011,충남,63751,초등학교,여성
2012,충남,61132,초등학교,여성
2013,충남,55904,초등학교,여성
2014,충남,55257,초등학교,여성
2015,충남,55653,초등학교,여성
2016,충남,55700,초등학교,여성
2017,충남,56463,초등학교,여성
2018,충남,57939,초등학교,여성
2019,충남,59199,초등학교,여성
2020,충남,58242,초등학교,여성
2021,충남,57608,초등학교,여성
2022,충남,57457,초등학교,여성
2023,충남,56491,초등학교,여성
2024,충남,54639,초등학교,여성
1999,전북,75394,초등학교,여성
2000,전북,76739,초등학교,여성
2001,전북,77189,초등학교,여성
2002,전북,77960,초등학교,여성
2003,전북,78026,초등학교,여성
2004,전북,76899,초등학교,여성
2005,전북,75497,초등학교,여성
2006,전북,73969,초등학교,여성
2007,전북,71863,초등학교,여성
2008,전북,69168,초등학교,여성
2009,전북,64998,초등학교,여성
2010,전북,61069,초등학교,여성
2011,전북,57660,초등학교,여성
2012,전북,54212,초등학교,여성
2013,전북,50607,초등학교,여성
2014,전북,48971,초등학교,여성
2015,전북,48400,초등학교,여성
2016,전북,47261,초등학교,여성
2017,전북,47050,초등학교,여성
2018,전북,47395,초등학교,여성
2019,전북,47421,초등학교,여성
2020,전북,45911,초등학교,여성
2021,전북,45127,초등학교,여성
2022,전북,44406,초등학교,여성
2023,전북,42459,초등학교,여성
2024,전북,39918,초등학교,여성
1999,전남,78358,초등학교,여성
2000,전남,78565,초등학교,여성
2001,전남,78391,초등학교,여성
2002,전남,78584,초등학교,여성
2003,전남,78613,초등학교,여성
2004,전남,77140,초등학교,여성
2005,전남,75071,초등학교,여성
2006,전남,73187,초등학교,여성
2007,전남,71332,초등학교,여성
2008,전남,67999,초등학교,여성
2009,전남,63509,초등학교,여성
2010,전남,59366,초등학교,여성
2011,전남,55230,초등학교,여성
2012,전남,51358,초등학교,여성
2013,전남,47722,초등학교,여성
2014,전남,46255,초등학교,여성
2015,전남,45587,초등학교,여성
2016,전남,45044,초등학교,여성
2017,전남,45200,초등학교,여성
2018,전남,45845,초등학교,여성
2019,전남,46401,초등학교,여성
2020,전남,45215,초등학교,여성
2021,전남,44805,초등학교,여성
2022,전남,44175,초등학교,여성
2023,전남,42822,초등학교,여성
2024,전남,40151,초등학교,여성
1999,경북,99157,초등학교,여성
2000,경북,98498,초등학교,여성
2001,경북,98583,초등학교,여성
2002,경북,98974,초등학교,여성
2003,경북,99051,초등학교,여성
2004,경북,97942,초등학교,여성
2005,경북,95457,초등학교,여성
2006,경북,93989,초등학교,여성
2007,경북,92081,초등학교,여성
2008,경북,88297,초등학교,여성
2009,경북,82885,초등학교,여성
2010,경북,77367,초등학교,여성
2011,경북,73054,초등학교,여성
2012,경북,68477,초등학교,여성
2013,경북,64015,초등학교,여성
2014,경북,62239,초등학교,여성
2015,경북,61816,초등학교,여성
2016,경북,60990,초등학교,여성
2017,경북,61104,초등학교,여성
2018,경북,61963,초등학교,여성
2019,경북,63182,초등학교,여성
2020,경북,62083,초등학교,여성
2021,경북,61594,초등학교,여성
2022,경북,61608,초등학교,여성
2023,경북,60122,초등학교,여성
2024,경북,56776,초등학교,여성
1999,경남,122219,초등학교,여성
2000,경남,124598,초등학교,여성
2001,경남,126336,초등학교,여성
2002,경남,128297,초등학교,여성
2003,경남,130769,초등학교,여성
2004,경남,130025,초등학교,여성
2005,경남,128079,초등학교,여성
2006,경남,126563,초등학교,여성
2007,경남,124502,초등학교,여성
2008,경남,120030,초등학교,여성
2009,경남,113769,초등학교,여성
2010,경남,107674,초등학교,여성
2011,경남,101579,초등학교,여성
2012,경남,95452,초등학교,여성
2013,경남,90065,초등학교,여성
2014,경남,89080,초등학교,여성
2015,경남,89611,초등학교,여성
2016,경남,89024,초등학교,여성
2017,경남,89877,초등학교,여성
2018,경남,92304,초등학교,여성
2019,경남,94088,초등학교,여성
2020,경남,92304,초등학교,여성
2021,경남,91510,초등학교,여성
2022,경남,90945,초등학교,여성
2023,경남,88294,초등학교,여성
2024,경남,83340,초등학교,여성
1999,제주,21226,초등학교,여성
2000,제주,22300,초등학교,여성
2001,제주,23296,초등학교,여성
2002,제주,24260,초등학교,여성
2003,제주,24948,초등학교,여성
2004,제주,24864,초등학교,여성
2005,제주,24592,초등학교,여성
2006,제주,24158,초등학교,여성
2007,제주,23872,초등학교,여성
2008,제주,23044,초등학교,여성
2009,제주,21897,초등학교,여성
2010,제주,20980,초등학교,여성
2011,제주,19974,초등학교,여성
2012,제주,19002,초등학교,여성
2013,제주,17987,초등학교,여성
2014,제주,17913,초등학교,여성
2015,제주,18174,초등학교,여성
2016,제주,18280,초등학교,여성
2017,제주,18699,초등학교,여성
2018,제주,19357,초등학교,여성
2019,제주,19895,초등학교,여성
2020,제주,19692,초등학교,여성
2021,제주,20067,초등학교,여성
2022,제주,20203,초등학교,여성
2023,제주,19745,초등학교,여성
2024,제주,18870,초등학교,여성
2000,전국,1860539,중학교,전체
2001,전국,1831152,중학교,전체
2002,전국,1841030,중학교,전체
2003,전국,1854641,중학교,전체
2004,전국,1933543,중학교,전체
2005,전국,2010704,중학교,전체
2006,전국,2075311,중학교,전체
2007,전국,2063159,중학교,전체
2008,전국,2038611,중학교,전체
2009,전국,2006972,중학교,전체
2010,전국,1974798,중학교,전체
2011,전국,1910572,중학교,전체
2012,전국,1849094,중학교,전체
2013,전국,1804189,중학교,전체
2014,전국,1717911,중학교,전체
2015,전국,1585951,중학교,전체
2016,전국,1457490,중학교,전체
2017,전국,1381334,중학교,전체
2018,전국,1334288,중학교,전체
2019,전국,1294559,중학교,전체
2020,전국,1315846,중학교,전체
2021,전국,1350770,중학교,전체
2022,전국,1348428,중학교,전체
2023,전국,1326831,중학교,전체
2024,전국,1332850,중학교,전체
1999,서울,390220,중학교,전체
2000,서울,375605,중학교,전체
2001,서울,364688,중학교,전체
2002,서울,361244,중학교,전체
2003,서울,359457,중학교,전체
2004,서울,370551,중학교,전체
2005,서울,379188,중학교,전체
2006,서울,384977,중학교,전체
2007,서울,375937,중학교,전체
2008,서울,365579,중학교,전체
2009,서울,355838,중학교,전체
2010,서울,345413,중학교,전체
2011,서울,330219,중학교,전체
2012,서울,315241,중학교,전체
2013,서울,304251,중학교,전체
2014,서울,286826,중학교,전체
2015,서울,263466,중학교,전체
2016,서울,239912,중학교,전체
2017,서울,227001,중학교,전체
2018,서울,216330,중학교,전체
2019,서울,207413,중학교,전체
2020,서울,207081,중학교,전체
2021,서울,209749,중학교,전체
2022,서울,205387,중학교,전체
2023,서울,198648,중학교,전체
2024,서울,195738,중학교,전체
1999,부산,158297,중학교,전체
2000,부산,150783,중학교,전체
2001,부산,144935,중학교,전체
2002,부산,143244,중학교,전체
2003,부산,141010,중학교,전체
2004,부산,144092,중학교,전체
2005,부산,146491,중학교,전체
2006,부산,148618,중학교,전체
2007,부산,144991,중학교,전체
2008,부산,139913,중학교,전체
2009,부산,134976,중학교,전체
2010,부산,129285,중학교,전체
2011,부산,121918,중학교,전체
2012,부산,114936,중학교,전체
2013,부산,110454,중학교,전체
2014,부산,104128,중학교,전체
2015,부산,95020,중학교,전체
2016,부산,86650,중학교,전체
2017,부산,80719,중학교,전체
2018,부산,77021,중학교,전체
2019,부산,73338,중학교,전체
2020,부산,73749,중학교,전체
2021,부산,75357,중학교,전체
2022,부산,74941,중학교,전체
2023,부산,74442,중학교,전체
2024,부산,75593,중학교,전체
1999,대구,106595,중학교,전체
2000,대구,105198,중학교,전체
2001,대구,103813,중학교,전체
2002,대구,105561,중학교,전체
2003,대구,106094,중학교,전체
2004,대구,110385,중학교,전체
2005,대구,112661,중학교,전체
2006,대구,115325,중학교,전체
2007,대구,113962,중학교,전체
2008,대구,112708,중학교,전체
2009,대구,110449,중학교,전체
2010,대구,108082,중학교,전체
2011,대구,102493,중학교,전체
2012,대구,98316,중학교,전체
2013,대구,94394,중학교,전체
2014,대구,89291,중학교,전체
2015,대구,80982,중학교,전체
2016,대구,73925,중학교,전체
2017,대구,68893,중학교,전체
2018,대구,66165,중학교,전체
2019,대구,62539,중학교,전체
2020,대구,62563,중학교,전체
2021,대구,62755,중학교,전체
2022,대구,61975,중학교,전체
2023,대구,60646,중학교,전체
2024,대구,61328,중학교,전체
1999,인천,105634,중학교,전체
2000,인천,105546,중학교,전체
2001,인천,106012,중학교,전체
2002,인천,107810,중학교,전체
2003,인천,109493,중학교,전체
2004,인천,114670,중학교,전체
2005,인천,119834,중학교,전체
2006,인천,123135,중학교,전체
2007,인천,121864,중학교,전체
2008,인천,118916,중학교,전체
2009,인천,115198,중학교,전체
2010,인천,112142,중학교,전체
2011,인천,107234,중학교,전체
2012,인천,103593,중학교,전체
2013,인천,100776,중학교,전체
2014,인천,96490,중학교,전체
2015,인천,89337,중학교,전체
2016,인천,82893,중학교,전체
2017,인천,78826,중학교,전체
2018,인천,76565,중학교,전체
2019,인천,74458,중학교,전체
2020,인천,76346,중학교,전체
2021,인천,78333,중학교,전체
2022,인천,78827,중학교,전체
2023,인천,78085,중학교,전체
2024,인천,79918,중학교,전체
1999,광주,60140,중학교,전체
2000,광주,58783,중학교,전체
2001,광주,58350,중학교,전체
2002,광주,59823,중학교,전체
2003,광주,61201,중학교,전체
2004,광주,64660,중학교,전체
2005,광주,67938,중학교,전체
2006,광주,70639,중학교,전체
2007,광주,71033,중학교,전체
2008,광주,71092,중학교,전체
2009,광주,70471,중학교,전체
2010,광주,70352,중학교,전체
2011,광주,68761,중학교,전체
2012,광주,66937,중학교,전체
2013,광주,65124,중학교,전체
2014,광주,61682,중학교,전체
2015,광주,56563,중학교,전체
2016,광주,51511,중학교,전체
2017,광주,47900,중학교,전체
2018,광주,45437,중학교,전체
2019,광주,43068,중학교,전체
2020,광주,43415,중학교,전체
2021,광주,43942,중학교,전체
2022,광주,43586,중학교,전체
2023,광주,42605,중학교,전체
2024,광주,42440,중학교,전체
1999,대전,60832,중학교,전체
2000,대전,60020,중학교,전체
2001,대전,59423,중학교,전체
2002,대전,59748,중학교,전체
2003,대전,60236,중학교,전체
2004,대전,63037,중학교,전체
2005,대전,65474,중학교,전체
2006,대전,67542,중학교,전체
2007,대전,67626,중학교,전체
2008,대전,67431,중학교,전체
2009,대전,66925,중학교,전체
2010,대전,65904,중학교,전체
2011,대전,63791,중학교,전체
2012,대전,61598,중학교,전체
2013,대전,59997,중학교,전체
2014,대전,56765,중학교,전체
2015,대전,52215,중학교,전체
2016,대전,47646,중학교,전체
2017,대전,44961,중학교,전체
2018,대전,42675,중학교,전체
2019,대전,40732,중학교,전체
2020,대전,40694,중학교,전체
